"104";"AF 267";"3930";"1382";"09:55:00";"14:50:00";"137";"Boeing 777-300ER"
"105";"AH 3061";"3364";"210";"09:50:00";"15:20:00";"794";"Airbus A330"
"106";"AH 1012";"210";"1382";"17:40:00";"21:10:00";"794";"Boeing 737-800"
"107";"AF 1605";"1555";"1382";"19:25:00";"21:35:00";"137";"Airbus A320"
"108";"CA 4106";"3364";"3395";"21:00:00";"24:10:00";"751";"Airbus A330"
"109";"MU 5183";"3364";"3406";"08:40:00";"10:50:00";"1758";"Airbus A321"
"110";"MU 569";"3406";"1382";"13:35:00";"20:05:00";"1758";"Airbus A330-200"
"111";"CA 833";"3406";"1382";"01:15:00";"07:40:00";"751";"Airbus A330"
"112";"AH 1214";"210";"1382";"14:15:00";"17:45:00";"794";"Boeing 737-800"
"113";"W5 78";"3364";"4330";"23:35:00";"04:20:00";"3370";"Airbus A310"
"114";"W5 106";"4330";"1382";"07:45:00";"11:20:00";"3370";"Airbus A310"
"115";"3U 8894";"3364";"3395";"20:30:00";"23:45:00";"4608";"Airbus A320"
"116";"LY 96";"3364";"1590";"23:00:00";"05:00:00";"2150";"Boeing 767-300"
"117";"LY 319";"1590";"1382";"07:00:00";"10:55:00";"2150";"Boeing 777-200/200ER"
"118";"IR 801";"3364";"4330";"23:40:00";"04:25:00";"2922";"Boeing 747SP"
"119";"IR 733";"4330";"1386";"08:10:00";"11:55:00";"2922";"Airbus A300-600"
"120";"CA 4110";"3364";"3395";"20:00:00";"23:10:00";"751";"Airbus A330"
"121";"AF 1349";"1218";"1382";"13:20:00";"15:15:00";"137";"Airbus A320"
"122";"MU 563";"3364";"3406";"18:15:00";"20:25:00";"1758";"Airbus A330-200"
"123";"AF 111";"3406";"1382";"24:20:00";"06:40:00";"137";"Airbus A380-800"
"124";"TK 1823";"1701";"1382";"11:05:00";"13:40:00";"4951";"Airbus A330-300"
"125";"AF 1233";"3941";"1382";"12:50:00";"15:15:00";"137";"Airbus A319"
"126";"AH 1008";"210";"1386";"19:35:00";"22:55:00";"794";"Boeing 737-800"
"127";"AF 1755";"210";"1382";"19:55:00";"23:15:00";"137";"Airbus A319"
"128";"AF 1321";"1590";"1382";"09:05:00";"13:05:00";"137";"Airbus A320"
"129";"A3 612";"3941";"1382";"14:25:00";"16:50:00";"96";"Airbus A320"
"130";"LY 323";"1590";"1382";"10:00:00";"13:55:00";"2150";"Boeing 767-300"
"131";"AA 150";"3830";"1382";"20:05:00";"11:00:00";"24";"Boeing 787-900"
"132";"UA 987";"3830";"1382";"19:20:00";"10:30:00";"5209";"Boeing 777"
"133";"AF 153";"3830";"1382";"20:45:00";"12:05:00";"137";"Airbus A340-300"
"134";"AC 7592";"3830";"146";"13:35:00";"16:36:00";"330";"Embraer 175"
"135";"AF 345";"146";"1382";"17:50:00";"06:50:00";"137";"Boeing 787-900"
"136";"DL 4489";"3830";"3488";"16:00:00";"18:12:00";"2009";"Canadair Regional Jet"
"137";"DL 228";"3488";"1382";"19:05:00";"09:15:00";"2009";"Boeing 767-300 (winglets)"
"138";"KL 612";"3830";"580";"17:00:00";"07:45:00";"3090";"Boeing 747 (Mixed Configuration)"
"139";"KL 1229";"580";"1382";"09:00:00";"10:25:00";"3090";"Boeing 737"
"140";"FI 852";"3830";"16";"20:30:00";"07:35:00";"2835";"Boeing 757-200 (Winglets)"
"141";"FI 542";"16";"1382";"08:40:00";"13:55:00";"2835";"Boeing 757-200 (Winglets)"
"142";"UA 790";"3830";"3448";"18:45:00";"21:59:00";"5209";"Airbus A320"
"143";"AF 321";"3448";"1382";"23:20:00";"12:15:00";"137";"Airbus A330-200"
"144";"FI 548";"16";"1386";"08:40:00";"14:00:00";"2835";"Boeing 757-200 (Winglets)"
"145";"UA 3549";"3830";"3570";"16:50:00";"19:18:00";"5209";"Embraer 170"
"146";"DL 96";"3570";"1382";"20:27:00";"10:25:00";"2009";"Boeing 757-200 (Winglets)"
"147";"UA 498";"3830";"3714";"14:15:00";"17:04:00";"5209";"Airbus A320"
"148";"UA 915";"3714";"1382";"18:25:00";"07:55:00";"5209";"Boeing 787-900"
"149";"DL 3345";"3830";"3645";"15:25:00";"17:56:00";"2009";"Canadair Regional Jet 900"
"150";"DL 98";"3645";"1382";"19:04:00";"09:05:00";"2009";"Airbus A330-300"
"151";"LH 431";"3830";"340";"17:05:00";"08:20:00";"3320";"Boeing 747-8I"
"152";"AA 46";"3830";"507";"20:25:00";"10:05:00";"24";"Boeing 787-8"
"153";"BA 308";"507";"1382";"11:45:00";"14:05:00";"1355";"Airbus A320"
"154";"BA 296";"3830";"507";"21:40:00";"11:25:00";"1355";"Boeing 747-400"
"155";"BA 334";"507";"1386";"12:55:00";"15:20:00";"1355";"Airbus A320"
"156";"UA 267";"3830";"3494";"15:00:00";"18:27:00";"5209";"Boeing 737-700"
"157";"UA 57";"3494";"1382";"19:25:00";"08:45:00";"5209";"Boeing 777"
"158";"UA 1611";"3830";"3494";"15:00:00";"18:27:00";"5209";"Boeing 737-700"
"159";"BA 294";"3830";"507";"18:30:00";"08:20:00";"1355";"Boeing 777"
"160";"BA 306";"507";"1382";"09:50:00";"12:15:00";"1355";"Airbus A321"
"161";"UA 944";"3830";"340";"15:35:00";"06:55:00";"5209";"Boeing 777"
"162";"LH 1026";"340";"1382";"08:20:00";"09:30:00";"3320";"Airbus A320"
"163";"IB 6274";"3830";"1229";"17:55:00";"08:45:00";"2822";"Airbus A340-600"
"164";"IB 3436";"1229";"1386";"09:45:00";"11:50:00";"2822";"Airbus A320"
"165";"IB 3738";"1229";"1382";"09:45:00";"11:50:00";"2822";"Airbus A318/319/320/321"
"166";"DL 2591";"3830";"3858";"18:17:00";"20:01:00";"2009";"Boeing (Douglas) MD-90"
"167";"AF 673";"3858";"1382";"20:50:00";"12:15:00";"137";"Airbus A340-300"
"168";"UA 3826";"3830";"3626";"14:45:00";"17:39:00";"5209";"Embraer RJ 135/140/145"
"169";"DL 230";"3626";"1382";"18:45:00";"08:45:00";"2009";"Boeing 767-300 (winglets)"
"170";"UA 3615";"3830";"146";"14:45:00";"17:56:00";"5209";"Embraer 170"
"171";"AC 884";"146";"1382";"19:55:00";"08:45:00";"330";"Airbus A330-300"
"172";"UA 3608";"3830";"3626";"14:45:00";"17:39:00";"5209";"Embraer 170"
"173";"UA 578";"3830";"3448";"14:45:00";"18:05:00";"5209";"Boeing 737-800"
"174";"AA 146";"3448";"1382";"19:50:00";"08:45:00";"24";"Boeing 757-200 (Winglets)"
"175";"DL 5794";"3747";"3858";"18:15:00";"19:50:00";"2009";"Embraer 175"
"176";"UA 909";"3830";"580";"18:50:00";"10:20:00";"5209";"Boeing 767-300"
"177";"AF 1341";"580";"1382";"11:35:00";"12:50:00";"137";"Airbus A318"
"178";"AA 208";"3830";"599";"19:25:00";"09:05:00";"24";"Boeing 767-300"
"179";"EI 522";"599";"1382";"10:40:00";"13:25:00";"837";"Airbus A320"
"180";"UA 4531";"3830";"193";"14:45:00";"17:17:00";"5209";"Canadair Regional Jet 700"
"181";"AF 351";"193";"1382";"19:20:00";"08:50:00";"137";"Boeing 777-300ER"
"182";"UA 228";"3830";"193";"14:45:00";"17:17:00";"5209";"Boeing 737-800"
"183";"DL 5902";"3830";"3645";"17:35:00";"20:08:00";"2009";"Embraer 175"
"184";"AF 377";"3645";"1382";"21:45:00";"11:40:00";"137";"Airbus A340-300"
"185";"AA 86";"3830";"507";"18:10:00";"07:50:00";"24";"Boeing 787-8"
"186";"AA 3126";"3830";"146";"14:38:00";"17:54:00";"24";"Canadair Regional Jet 200"
"187";"UA 664";"3830";"3752";"14:45:00";"17:48:00";"5209";"Airbus A319"
"188";"AA 754";"3752";"1382";"19:20:00";"08:55:00";"24";"Airbus A330-200"
"189";"AC 7594";"3830";"146";"16:25:00";"19:27:00";"330";"Embraer 175"
"190";"AC 870";"146";"1382";"21:55:00";"10:35:00";"330";"Boeing 777-300ER"
"191";"DL 6187";"3747";"3645";"17:30:00";"19:46:00";"2009";"Canadair Regional Jet 700"
"192";"UA 938";"3830";"507";"22:10:00";"12:20:00";"5209";"Boeing 767-300"
"193";"AA 2503";"3830";"3752";"14:40:00";"17:42:00";"24";"Boeing 737-800 (Winglets)"
"194";"LX 7";"3830";"1678";"15:45:00";"07:20:00";"4559";"Airbus A330-300"
"195";"LX 632";"1678";"1382";"08:35:00";"10:00:00";"4559";"Airbus A321"
"196";"DL 858";"3830";"3858";"18:00:00";"19:40:00";"2009";"Boeing 717-200"
"197";"DL 3498";"3747";"3858";"14:10:00";"15:40:00";"2009";"Canadair Regional Jet 900"
"198";"DL 140";"3858";"1382";"17:16:00";"08:30:00";"2009";"Boeing 777"
"199";"DL 3753";"3747";"3858";"14:10:00";"15:43:00";"2009";"Canadair Regional Jet 900"
"200";"AA 1119";"3830";"3448";"14:25:00";"17:51:00";"24";"Boeing 737-800 (Winglets)"
"201";"DL 2809";"3830";"3682";"14:30:00";"17:42:00";"2009";"Boeing 717-200"
"202";"AF 681";"3682";"1382";"18:25:00";"08:50:00";"137";"Boeing 777-300ER"
"203";"AF 347";"146";"1382";"20:20:00";"09:05:00";"137";"Boeing 777-200/200ER"
"204";"AF 1019";"340";"1382";"08:25:00";"09:55:00";"137";"Embraer 190"
"205";"AF 1415";"1678";"1382";"08:40:00";"10:05:00";"137";"Airbus A318"
"206";"AF 333";"3448";"1382";"20:20:00";"09:10:00";"137";"Boeing 777-200/200ER"
"207";"UA 1995";"3830";"3494";"17:30:00";"20:57:00";"5209";"Boeing 777"
"208";"UA 54";"3494";"1382";"22:15:00";"11:55:00";"5209";"Boeing 757-200"
"209";"AA 1387";"3830";"3858";"17:50:00";"19:34:00";"24";"Boeing (Douglas) MD-82"
"210";"AF 55";"3714";"1382";"19:15:00";"08:45:00";"137";"Airbus A380-800"
"211";"UA 4514";"3830";"3488";"14:45:00";"16:59:00";"5209";"Canadair Regional Jet 700"
"212";"DL 3968";"3830";"3797";"17:45:00";"21:15:00";"2009";"Canadair Regional Jet 900"
"213";"AF 11";"3797";"1382";"22:50:00";"12:15:00";"137";"Airbus A380-800"
"214";"AA 1044";"3830";"3448";"17:45:00";"21:15:00";"24";"Boeing 737-800 (Winglets)"
"215";"DL 1331";"3747";"3682";"20:20:00";"23:18:00";"2009";"Boeing 717-200"
"216";"DL 84";"3682";"1382";"24:12:00";"14:50:00";"2009";"Boeing 767-400"
"217";"BA 314";"507";"1382";"14:20:00";"16:40:00";"1355";"Airbus A320"
"218";"DL 3954";"3830";"3797";"12:10:00";"15:24:00";"2009";"Canadair Regional Jet 900"
"219";"AF 23";"3797";"1382";"17:20:00";"06:45:00";"137";"Boeing 777-300ER"
"220";"AA 2109";"3830";"3876";"15:00:00";"18:02:00";"24";"Airbus A321"
"221";"AA 786";"3876";"1382";"19:20:00";"09:35:00";"24";"Airbus A330-200"
"222";"AC 508";"3830";"193";"15:10:00";"17:41:00";"330";"Embraer 190"
"223";"AC 880";"193";"1382";"20:35:00";"09:45:00";"330";"Boeing 777-300ER"
"224";"UA 152";"3830";"599";"18:50:00";"08:30:00";"5209";"Boeing 757-200"
"225";"AA 54";"3830";"478";"20:20:00";"10:00:00";"24";"Boeing 767-300"
"226";"BE 3127";"478";"1382";"12:25:00";"15:00:00";"2421";"Embraer 175"
"227";"AA 130";"3830";"3797";"13:00:00";"16:40:00";"24";"Boeing 737-800 (Winglets)"
"228";"AA 44";"3797";"1382";"18:20:00";"07:45:00";"24";"Boeing 767-300"
"229";"DL 486";"3830";"3858";"13:45:00";"15:19:00";"2009";"Boeing 717-200"
"230";"UA 4497";"3830";"3645";"16:55:00";"19:22:00";"5209";"Canadair Regional Jet 700"
"231";"AF 1241";"580";"1382";"10:30:00";"11:45:00";"137";"Airbus A321"
"232";"UA 931";"3830";"507";"19:20:00";"09:30:00";"5209";"Boeing 767-300"
"233";"LX 9";"3830";"1678";"20:10:00";"11:30:00";"4559";"Boeing 777-300ER"
"234";"UA 5187";"3830";"3876";"14:45:00";"17:36:00";"5209";"Canadair Regional Jet 700"
"235";"DL 1612";"3830";"3682";"17:00:00";"20:08:00";"2009";"Boeing 717-200"
"236";"AF 689";"3682";"1382";"21:20:00";"11:50:00";"137";"Boeing 777-300ER"
"237";"AA 98";"3830";"507";"23:25:00";"13:05:00";"24";"Boeing 787-8"
"238";"BA 316";"507";"1382";"15:55:00";"18:15:00";"1355";"Airbus A320"
"239";"AA 4743";"3830";"3494";"16:00:00";"19:19:00";"24";"Embraer 175"
"240";"BA 8004";"3494";"1386";"21:25:00";"10:55:00";"1355";"Boeing 757-200"
"241";"AB 7421";"3830";"351";"16:25:00";"08:00:00";"214";"Airbus A330-200"
"242";"AB 8292";"351";"1382";"09:35:00";"11:20:00";"214";"Airbus A320"
"243";"DL 1116";"3747";"3682";"16:55:00";"19:50:00";"2009";"Boeing 717-200"
"244";"AA 40";"3830";"1218";"23:10:00";"14:40:00";"24";"Boeing 787-8"
"245";"AF 1649";"1218";"1382";"16:10:00";"18:05:00";"137";"Airbus A321"
"246";"LH 433";"3830";"340";"23:35:00";"14:50:00";"3320";"Boeing 747-8I"
"247";"DL 3965";"3830";"3797";"13:00:00";"16:25:00";"2009";"Canadair Regional Jet 900"
"248";"DL 404";"3797";"1382";"18:47:00";"08:00:00";"2009";"Boeing 777"
"249";"UA 3490";"3830";"3682";"12:05:00";"15:02:00";"5209";"Embraer 170"
"250";"DL 82";"3682";"1382";"16:34:00";"07:10:00";"2009";"Airbus A330-300"
"251";"SK 944";"3830";"609";"23:05:00";"14:20:00";"4319";"Airbus A340-300"
"252";"AF 1851";"609";"1382";"16:10:00";"18:10:00";"137";"Airbus A318"
"253";"DL 1384";"3830";"3682";"12:00:00";"15:01:00";"2009";"Boeing (Douglas) MD-88"
"254";"UA 734";"3830";"3570";"15:15:00";"17:42:00";"5209";"Airbus A319"
"255";"UA 3537";"3830";"3570";"15:15:00";"17:42:00";"5209";"Embraer 170"
"256";"DL 2009";"3830";"3682";"19:30:00";"22:34:00";"2009";"Boeing 717-200"
"257";"SK 559";"609";"1382";"16:35:00";"18:25:00";"4319";"Airbus A320"
"258";"AC 506";"3830";"193";"13:25:00";"15:56:00";"330";"Embraer 190"
"259";"UA 620";"3830";"3858";"16:50:00";"18:16:00";"5209";"Boeing 737-800"
"260";"UA 913";"3830";"3448";"16:50:00";"20:12:00";"5209";"Boeing 737-900"
"261";"UA 958";"3830";"507";"16:50:00";"06:55:00";"5209";"Boeing 767-300"
"262";"UA 1685";"3830";"3682";"13:20:00";"16:27:00";"5209";"Boeing 737-800"
"263";"UA 1805";"3830";"3682";"13:20:00";"16:27:00";"5209";"Boeing 737-800"
"264";"AF 349";"146";"1382";"23:05:00";"11:55:00";"137";"Boeing 777-300ER"
"265";"UA 907";"3830";"340";"19:05:00";"10:45:00";"5209";"Boeing 777"
"266";"AF 1619";"340";"1382";"13:10:00";"14:35:00";"137";"Embraer 190"
"267";"DL 393";"3830";"3682";"13:15:00";"16:26:00";"2009";"Boeing 717-200"
"268";"LH 1034";"340";"1382";"13:30:00";"14:40:00";"3320";"Airbus A321"
"269";"AF 19";"3797";"1386";"19:20:00";"08:40:00";"137";"Boeing 777-200/200ER"
"270";"AC 7694";"3830";"193";"13:10:00";"15:40:00";"330";"Embraer 175"
"271";"AA 2297";"3830";"3645";"16:00:00";"18:31:00";"24";"Boeing (Douglas) MD-82"
"272";"AA 1105";"3830";"3448";"13:00:00";"16:27:00";"24";"Boeing 737-800 (Winglets)"
"273";"DL 3638";"3747";"3645";"13:20:00";"15:40:00";"2009";"Canadair Regional Jet 900"
"274";"DL 1319";"3830";"3645";"13:20:00";"15:51:00";"2009";"Boeing 717-200"
"275";"AF 1717";"599";"1382";"12:20:00";"15:10:00";"137";"Avro RJ85"
"276";"AF 1749";"1218";"1382";"17:00:00";"18:55:00";"137";"Airbus A318"
"277";"AC 7590";"3830";"146";"11:00:00";"14:01:00";"330";"Embraer 175"
"278";"DL 1648";"3747";"3682";"13:00:00";"16:02:00";"2009";"Boeing 717-200"
"279";"AA 2578";"3830";"3682";"16:00:00";"19:06:00";"24";"Boeing 737-800 (Winglets)"
"280";"KL 1233";"580";"1382";"13:25:00";"14:40:00";"3090";"Boeing 737"
"281";"UA 952";"3830";"346";"19:05:00";"10:50:00";"5209";"Boeing 777"
"282";"LH 2230";"346";"1382";"13:25:00";"14:55:00";"3320";"Airbus A320"
"283";"AF 1581";"507";"1382";"12:50:00";"15:10:00";"137";"Airbus A319"
"284";"LH 435";"3830";"346";"22:20:00";"14:05:00";"3320";"Airbus A340-600"
"285";"LH 2234";"346";"1382";"16:40:00";"18:10:00";"3320";"Airbus A320"
"286";"DL 4466";"3747";"3858";"16:24:00";"17:58:00";"2009";"Canadair Regional Jet 900"
"287";"DL 762";"3747";"3682";"18:59:00";"21:57:00";"2009";"Boeing 717-200"
"288";"DL 1977";"3830";"3858";"16:23:00";"17:55:00";"2009";"Airbus A320"
"289";"AA 758";"3830";"3752";"13:00:00";"16:02:00";"24";"Airbus A321"
"290";"AF 9";"3797";"1382";"24:25:00";"13:40:00";"137";"Boeing 777-200/200ER"
"291";"AF 1723";"346";"1382";"13:20:00";"15:00:00";"137";"Airbus A319"
"292";"DL 2120";"3747";"3682";"11:10:00";"14:04:00";"2009";"Boeing 717-200"
"293";"AA 184";"3830";"3448";"16:15:00";"19:48:00";"24";"Boeing 737-800 (Winglets)"
"294";"EI 122";"3830";"599";"16:50:00";"06:15:00";"837";"Airbus A330"
"295";"AF 1617";"599";"1382";"09:55:00";"12:50:00";"137";"Avro RJ85"
"296";"OS 66";"3830";"1613";"17:10:00";"09:45:00";"491";"Boeing 767-300 (winglets)"
"297";"AF 1139";"1613";"1382";"11:05:00";"13:10:00";"137";"Airbus A319"
"298";"AA 3750";"3830";"193";"12:49:00";"15:37:00";"24";"Embraer RJ145"
"299";"AA 3483";"3830";"3682";"12:45:00";"15:52:00";"24";"Canadair Regional Jet 700"
"300";"DL 2003";"3830";"3682";"15:45:00";"18:41:00";"2009";"Boeing 717-200"
"301";"DL 20";"3494";"1382";"21:40:00";"11:10:00";"2009";"Boeing 767-300 (winglets)"
"302";"EI 124";"3830";"599";"21:20:00";"10:50:00";"837";"Airbus A330-200"
"303";"EI 526";"599";"1382";"14:45:00";"17:30:00";"837";"Airbus A320"
"304";"UA 795";"3830";"3714";"11:40:00";"14:26:00";"5209";"Airbus A319"
"305";"UA 609";"3830";"3494";"12:30:00";"15:46:00";"5209";"Airbus A319"
